Year,Department,Salary_Cost,Equipment_Cost,Maintenance_Cost,Utilities_Cost,Miscellaneous_Cost,Total_Cost
2021,Mechanical,831853,340027,109655,53213,32025,1366773
2022,Mechanical,865237,300528,89952,93123,30105,1378945
2022,Computer Science,887062,286230,116365,79495,59370,1428522
2020,Mechanical,793708,298242,146156,56208,50843,1345157
2019,Computer Science,789878,446955,136724,59644,49476,1482677
2023,Electrical,740466,364688,95455,56453,72981,1330043
2019,Civil,724501,479438,127673,61093,72112,1464817
2023,Mechanical,860228,251783,80974,96509,78610,1368104
2019,Mechanical,692510,278390,92679,61263,30698,1155540
2022,Mechanical,693708,389489,141791,50305,58443,1333736
2021,Electrical,697819,322102,107429,84152,74230,1285732
2021,Computer Science,835603,267426,98073,82021,71706,1354829
2020,Electrical,636303,280750,110365,67958,68839,1164215
2023,Civil,627453,308188,135928,50872,52123,1174564
2023,Electrical,799521,260872,87784,91128,71920,1311225
2023,Civil,756837,344231,92291,71962,49875,1315196
2022,Mechanical,822787,379860,106154,92563,33297,1434661
2023,Civil,638057,429158,105650,67414,30208,1270487
2021,Civil,789060,316770,148741,59926,49700,1364197
2022,Computer Science,694655,481360,116201,98259,51791,1442266
2019,Civil,877169,475440,119479,89673,37233,1598994
2023,Civil,869289,374158,130243,87210,31891,1492791
2023,Electrical,701206,333514,148595,65290,77594,1326199
2019,Mechanical,786869,469249,111734,53667,66274,1487793
2023,Electrical,673230,342663,122568,67660,32039,1238160
2019,Electrical,755002,415792,105793,56553,49673,1382813
2022,Mechanical,708138,399151,132204,66926,72412,1378831
2021,Mechanical,807097,398410,126746,54808,69413,1456474
2019,Civil,812376,384363,111989,78612,58436,1445776
2020,Civil,662040,455156,129465,90499,64385,1401545
2019,Computer Science,708668,362808,141383,78015,38186,1329060
2023,Electrical,798768,360091,96767,83351,30434,1369411
2022,Mechanical,656815,349272,118652,99662,40519,1264920
2022,Civil,816741,299393,93383,59138,48030,1316685
2019,Mechanical,712789,343558,140089,90463,41355,1328254
2021,Civil,819478,319770,106440,86241,44328,1376257
2020,Computer Science,767644,276720,132443,51198,35258,1263263
2022,Computer Science,785102,487714,136325,77447,75722,1562310
2023,Mechanical,844533,486725,135919,86763,37190,1591130
2023,Computer Science,837469,263368,96611,62113,52479,1312040
2021,Mechanical,833308,435385,143483,78749,50827,1541752
2022,Civil,760275,297969,102457,87303,78364,1326368
2019,Electrical,677088,298838,90256,88639,75238,1230059
2023,Computer Science,605608,258734,134856,69687,40747,1109632
2021,Civil,645667,357187,120533,52447,60917,1236751
2022,Electrical,655547,349329,108281,59408,60377,1232942
2022,Electrical,834907,393269,147275,89612,74956,1540019
2022,Electrical,657560,318895,81525,67674,70481,1196135
2022,Civil,814601,484633,96453,62413,63148,1521248
2022,Civil,759487,370424,86251,97937,71784,1385883
2023,Mechanical,784286,437903,99507,57549,53557,1432802
2021,Electrical,880141,351255,107906,73071,74335,1486708
2022,Electrical,721266,308073,93193,58693,64405,1245630
2020,Electrical,603679,453997,144042,93831,42479,1338028
2020,Mechanical,640308,494042,139516,66770,53927,1394563
2021,Electrical,806096,461560,110692,91371,63292,1533011
2019,Civil,770914,475683,113512,52006,49491,1461606
2019,Electrical,605695,465547,90719,55213,31093,1248267
2019,Computer Science,826812,493603,135427,86636,61008,1603486
2020,Civil,658499,431374,107649,59530,30104,1287156
2019,Mechanical,623382,265624,92402,97128,48123,1126659
2023,Electrical,876379,448343,89216,56637,56936,1527511
2022,Computer Science,793295,274315,111050,99504,48060,1326224
2020,Mechanical,733438,267422,130093,54964,54288,1240205
2021,Mechanical,758539,420209,85050,84070,73314,1421182
2021,Civil,606764,322663,126716,57749,54411,1168303
2022,Mechanical,821968,351216,82438,50846,67684,1374152
2020,Mechanical,713831,429304,127431,63390,75091,1409047
2019,Mechanical,661836,459214,96760,63735,43336,1324881
2019,Mechanical,894067,282743,96473,73905,67924,1415112
2023,Electrical,855033,480618,123815,64876,41626,1565968
2023,Electrical,616292,396708,142460,63967,33501,1252928
2019,Electrical,883083,471956,89257,68262,46850,1559408
2021,Electrical,843772,260108,105634,86873,65712,1362099
2021,Computer Science,618800,454706,140403,70014,50678,1334601
2023,Electrical,656440,286180,126573,74054,45905,1189152
2022,Mechanical,727521,268883,108648,79955,31591,1216598
2019,Electrical,721327,294400,128980,73051,43522,1261280
2023,Electrical,649648,427071,90296,78385,46153,1291553
2023,Civil,891908,297951,140197,85587,66840,1482483
2019,Mechanical,894614,388232,101959,77483,33572,1495860
2019,Electrical,856160,305262,94570,77653,68746,1402391
2021,Electrical,769573,401001,115423,90845,63061,1439903
2022,Electrical,657207,333133,97899,94790,55497,1238526
2022,Computer Science,662157,392195,115785,92018,52242,1314397
2019,Electrical,734288,365106,142806,80894,31338,1354432
2020,Civil,753144,409429,136963,79842,46151,1425529
2023,Mechanical,693778,320496,114341,69648,56990,1255253
2023,Mechanical,730016,414628,85597,81756,45380,1357377
2019,Electrical,724288,464863,90244,72407,61035,1412837
2020,Electrical,768204,311934,83796,94561,75813,1334308
2021,Electrical,710573,328886,108528,67058,56117,1271162
2019,Mechanical,720730,280881,98648,60070,32498,1192827
2019,Mechanical,664186,268409,80535,89025,77881,1180036
2023,Computer Science,867104,436488,128469,83779,55483,1571323
2019,Civil,618781,348171,144912,66616,35728,1214208
2019,Computer Science,837677,449054,124493,80373,48877,1540474
2019,Civil,857506,411729,125785,84941,56703,1536664
2023,Computer Science,631126,467815,146561,86152,33088,1364742
2021,Mechanical,838217,298951,110869,50797,69049,1367883
2021,Computer Science,880027,258752,145094,89889,53179,1426941
2019,Civil,629782,367339,110192,63594,77954,1248861
2023,Electrical,748051,394512,149157,97754,52011,1441485
2021,Civil,895890,294864,137544,57690,42839,1428827
2021,Electrical,861161,430763,84403,62669,53625,1492621
2021,Mechanical,666266,322035,116091,68973,48481,1221846
2023,Civil,600056,336675,132510,71085,61753,1202079
2023,Computer Science,893601,461375,85017,78787,49558,1568338
2019,Civil,732773,272343,119203,75084,46771,1246174
2022,Electrical,787453,474320,136473,74051,61104,1533401
2021,Mechanical,781510,269673,132123,61554,63066,1307926
2022,Computer Science,680636,441026,128260,87639,74420,1411981
2023,Civil,666483,435770,125938,63354,34061,1325606
2023,Electrical,620505,345024,137929,55289,63241,1221988
2023,Computer Science,633525,276520,117372,74744,46161,1148322
2022,Mechanical,811474,490713,133252,67945,35057,1538441
2023,Computer Science,696008,495195,94628,74243,75847,1435921
2019,Mechanical,644348,265784,92501,98599,74173,1175405
2023,Computer Science,802259,367446,110131,89054,78936,1447826
2020,Civil,869417,288079,148348,74227,35289,1415360
2022,Electrical,806641,294220,89402,77748,71408,1339419
2020,Civil,734607,401563,135956,66958,32221,1371305
2023,Civil,814096,362878,131920,96684,72942,1478520
2019,Mechanical,707157,366583,106000,59934,51635,1291309
2021,Mechanical,600908,298720,147462,95530,49026,1191646
2023,Mechanical,852299,481876,146392,60550,37075,1578192
2019,Civil,801225,264718,85988,54024,52378,1258333
2022,Computer Science,708352,416669,136999,81772,65084,1408876
2020,Computer Science,695967,311217,149674,58722,43681,1259261
2020,Civil,635079,479423,133426,52120,77721,1377769
2020,Civil,812628,350668,138824,80089,61584,1443793
2022,Electrical,711889,407904,140659,71348,61245,1393045
2019,Mechanical,862063,435890,117790,55877,34983,1506603
2022,Mechanical,646105,478470,102118,93488,62249,1382430
2020,Civil,732957,393936,132025,68904,61391,1389213
2023,Civil,601049,338378,139938,70792,60897,1211054
2021,Computer Science,653281,258177,85149,76037,70602,1143246
2022,Civil,666697,427187,118079,67335,50002,1329300
2022,Computer Science,636534,372318,82484,64659,40498,1196493
2019,Civil,693034,487307,135474,79684,79411,1474910
2019,Electrical,658097,437282,128601,50964,33206,1308150
2022,Electrical,784885,433026,123809,84902,78588,1505210
2020,Computer Science,887181,361145,100791,85012,72472,1506601
2021,Mechanical,627278,392916,149343,85571,42930,1298038
2019,Electrical,739344,455202,106648,53911,40320,1395425
2020,Computer Science,673277,263418,111090,61216,58014,1167015
2023,Civil,604694,415926,97857,51408,67946,1237831
2019,Civil,658150,469716,142327,71621,61817,1403631
2020,Computer Science,667470,457027,122967,70977,68126,1386567
2020,Mechanical,621556,338075,133709,63195,56752,1213287
2021,Computer Science,795543,490978,147948,93938,34507,1562914
2021,Computer Science,649086,425022,128861,90431,53925,1347325
2023,Electrical,749979,315227,148718,92577,66276,1372777
2020,Computer Science,848399,393907,100948,57113,53689,1454056
2020,Computer Science,779559,267533,113782,90910,75670,1327454
2021,Civil,699468,495822,130756,72761,45238,1444045
2019,Electrical,895531,476123,148388,74992,54807,1649841
2019,Civil,668602,351457,146809,63778,69522,1300168
2022,Civil,602460,357504,87649,71985,38921,1158519
2021,Mechanical,672356,468930,109002,54367,41204,1345859
2022,Mechanical,859925,391295,114723,95447,68284,1529674
2021,Electrical,616191,374202,91809,60786,68567,1211555
2023,Electrical,684631,260273,138169,95780,65697,1244550
2020,Mechanical,845702,283519,88302,92706,76653,1386882
2023,Mechanical,872673,405232,88100,94461,54893,1515359
2021,Mechanical,632175,377024,148447,80908,31530,1270084
2020,Mechanical,879819,455457,135020,61051,61241,1592588
2019,Mechanical,757048,374540,85663,86746,54297,1358294
2019,Civil,794188,496460,124649,65611,39302,1520210
2022,Electrical,662821,472264,127136,54490,78906,1395617
2021,Civil,612204,430060,116104,81313,30715,1270396
2021,Civil,869538,391420,119137,56377,39533,1476005
2019,Computer Science,846464,333460,82534,59903,70295,1392656
2023,Civil,633593,498792,147762,64567,37223,1381937
2020,Mechanical,808260,354471,132445,72885,43421,1411482
2023,Mechanical,715064,354668,89585,78222,57696,1295235
2023,Computer Science,653365,317519,116392,98556,44066,1229898
2019,Computer Science,840644,340426,111126,76606,74047,1442849
2019,Computer Science,820511,264629,122485,67440,51576,1326641
2019,Computer Science,806971,299056,125798,52260,46585,1330670
2022,Computer Science,703700,261273,148310,80267,32140,1225690
2023,Civil,668247,370484,89017,77002,72016,1276766
2021,Computer Science,782631,347275,105700,66833,66439,1368878
2020,Civil,756270,421488,116507,99720,71378,1465363
2022,Electrical,753560,388966,127679,53498,37370,1361073
2021,Computer Science,769587,296073,117232,96729,59516,1339137
2023,Computer Science,890042,295693,104020,60518,42022,1392295
2019,Civil,781142,432538,137172,62501,48328,1461681
2023,Electrical,662613,274343,93746,72254,32929,1135885
2020,Civil,696707,293095,143537,84076,73727,1291142
2022,Civil,647003,412246,84094,65902,33383,1242628
2022,Computer Science,648478,431873,148466,83485,79545,1391847
2020,Mechanical,659030,372388,110755,75545,57432,1275150
2021,Mechanical,784133,490787,91552,53345,41111,1460928
2021,Civil,745921,453508,139491,65370,78338,1482628
2022,Computer Science,846160,364441,99779,96721,69778,1476879
2022,Electrical,867589,450408,109000,78231,61899,1567127
2019,Mechanical,749112,350782,133953,91863,53161,1378871
2021,Electrical,862390,489343,137564,59642,38823,1587762
2020,Mechanical,631153,423998,94102,67839,57432,1274524
2021,Computer Science,867356,322590,81861,73681,63089,1408577
2019,Civil,734411,419899,123574,57035,51053,1385972
2022,Electrical,656238,358263,112682,83299,47447,1257929
2022,Electrical,896751,425847,145185,85035,54305,1607123
2019,Civil,652055,422273,128120,99484,33111,1335043
2020,Electrical,704509,279373,118297,73583,57493,1233255
2022,Mechanical,735467,277525,88299,72105,40985,1214381
2023,Civil,727378,377716,121348,66130,33086,1325658
2022,Mechanical,687687,354513,121384,63736,76203,1303523
2023,Mechanical,702652,453723,112687,92281,74930,1436273
2019,Computer Science,655773,379401,144577,63815,53464,1297030
2019,Mechanical,802668,346643,140047,74396,71918,1435672
2022,Computer Science,627584,411558,90191,74312,66911,1270556
2021,Electrical,844901,459676,136884,62244,36332,1540037
2023,Electrical,865482,399712,134911,92668,69215,1561988
2020,Computer Science,662601,347694,123726,61718,72542,1268281
2022,Mechanical,736559,442527,114623,66784,70631,1431124
2020,Civil,636282,286136,130000,80683,33176,1166277
2022,Civil,826137,443497,143027,94590,32416,1539667
2021,Computer Science,695798,306539,138995,93997,70436,1305765
2021,Electrical,730963,462736,122876,81428,38651,1436654
2021,Electrical,759876,406014,131070,86759,40486,1424205
2021,Civil,740987,318363,146224,76490,48695,1330759
2019,Computer Science,873302,439668,105365,90701,31229,1540265
2019,Civil,805229,331526,109663,97351,31530,1375299
2023,Mechanical,610547,285255,145436,91001,75585,1207824
2020,Mechanical,864603,443201,143211,95856,72347,1619218
2022,Computer Science,663146,466595,90909,66410,65565,1352625
2022,Computer Science,707761,368209,140883,85386,31363,1333602
2019,Mechanical,682970,492723,92713,59362,67270,1395038
2022,Electrical,791889,443358,92614,89407,46836,1464104
2019,Computer Science,769319,336437,100734,74011,50288,1330789
2023,Mechanical,615419,397349,110709,57042,52380,1232899
2020,Mechanical,635577,382715,102885,75286,75869,1272332
2023,Electrical,602921,365900,93341,61391,79729,1203282
2021,Electrical,744535,273729,119435,76999,50303,1265001
2021,Electrical,756546,467695,92976,52018,73972,1443207
2021,Electrical,725534,271818,85290,62952,37317,1182911
2023,Civil,856872,315555,125812,66240,33264,1397743
2022,Electrical,672828,348979,130528,71262,48315,1271912
2020,Civil,723649,303629,138570,69282,67010,1302140
2021,Computer Science,655152,365296,136399,72459,42693,1271999
2021,Mechanical,820073,305438,128437,84815,46566,1385329
2021,Civil,823393,495821,137907,67942,54811,1579874
2020,Computer Science,686569,259457,128723,51722,63405,1189876
2021,Computer Science,756844,440701,115655,86820,49856,1449876
2020,Civil,759562,283922,135833,51651,79676,1310644
2021,Computer Science,722537,390892,103997,71606,57366,1346398
2023,Computer Science,653806,413822,146876,84546,76970,1376020
2023,Civil,675992,358122,106013,50683,65138,1255948
2020,Computer Science,884464,352020,112862,92239,72244,1513829
2023,Electrical,858852,484618,132448,68394,72683,1616995
2020,Electrical,773217,418862,125608,96705,40638,1455030
2023,Mechanical,794760,338405,120894,68966,50816,1373841
2023,Computer Science,620754,366130,130649,76469,50598,1244600
2020,Mechanical,669837,415493,142104,58505,72541,1358480
2022,Electrical,738279,318038,119821,90211,40652,1307001
2023,Electrical,818811,499029,127940,55492,46963,1548235
2021,Electrical,714780,463273,90935,66827,78511,1414326
2022,Computer Science,687081,312325,92467,77492,62223,1231588
2020,Computer Science,886160,275600,91073,53266,61024,1367123
2022,Electrical,712099,410466,87691,55909,33941,1300106
2019,Mechanical,751174,460694,126538,62869,38387,1439662
2019,Mechanical,864068,417243,104490,89782,38524,1514107
2023,Civil,685015,480611,95688,71863,65859,1399036
2023,Electrical,704987,311526,130650,94055,67486,1308704
2021,Mechanical,654333,263149,93829,57819,71617,1140747
2022,Electrical,815530,411466,83086,79136,55279,1444497
2019,Mechanical,777171,395468,82590,64837,56025,1376091
2023,Civil,788418,404396,119893,97954,47636,1458297
2022,Civil,726372,428270,118176,60056,71483,1404357
2023,Electrical,806553,463777,147484,50715,73224,1541753
2023,Mechanical,669767,362168,106295,67275,43277,1248782
2019,Computer Science,704332,494882,118131,70191,78718,1466254
2019,Civil,743279,359813,124893,66884,65190,1360059
2023,Electrical,606336,341779,91924,95462,70995,1206496
2020,Electrical,806238,412088,90851,58894,71735,1439806
2023,Mechanical,879400,384266,87734,68717,79179,1499296
2023,Electrical,830517,282398,122681,68578,37539,1341713
