Year,Department,Faculty_Count,Student_Count,Lab_Count,Building_Area,Tuition_Income,Total_Cost
2022,IT,17,419,5,1355,1288100,4492757
2023,IT,28,552,8,589,1982187,5993825
2021,CSE,19,359,5,921,4675007,4011861
2022,IT,28,565,7,963,3748932,5117552
2020,EEE,47,708,12,662,5476764,6497094
2022,IT,21,330,5,1144,2950160,4377121
2019,AIDS,14,320,6,1175,4989292,4716251
2019,CIVIL,42,892,12,1308,3885194,6068702
2023,CIVIL,27,588,9,549,4056228,5073877
2023,ECE,54,842,12,673,3223244,9243339
2021,ECE,33,797,11,848,4555932,7875649
2022,ECE,34,773,11,803,5391532,7380302
2019,AIDS,36,704,10,625,5983338,6963285
2023,EEE,53,847,12,1218,2366345,8906405
2022,IT,24,431,6,1126,5017880,4934106
2023,AIDS,36,623,11,603,5955066,8501539
2023,CSE,26,431,7,1374,1481674,4694112
2019,CIVIL,34,820,12,1329,3064539,6179093
2019,ECE,14,329,6,554,5562912,4417278
2023,MECH,33,600,12,672,2915942,6385522
2020,CSE,16,303,4,1021,4370265,3289182
2023,ECE,27,624,10,914,1716615,5951270
2023,EEE,51,808,12,1225,5909925,8082972
2021,CSE,29,536,8,830,1498201,5362616
2021,AIDS,50,834,12,1440,3113055,8647281
2021,IT,19,315,4,869,5952307,3891178
2020,CIVIL,37,833,12,1405,3105222,5900128
2020,EEE,45,883,12,959,3480674,7260211
2023,EEE,50,745,12,989,1915733,7374683
2021,MECH,49,802,12,1281,3454257,7307097
2020,CSE,34,529,7,1112,5452757,5110286
2019,MECH,19,406,9,819,2868845,4132843
2023,IT,28,688,9,1045,2077996,6529243
2022,ECE,24,562,10,1099,3984707,6283948
2023,IT,44,862,11,737,2324302,7438475
2022,ECE,21,364,7,1180,5273707,5070080
2021,MECH,24,564,11,1007,5663283,5898034
2022,CIVIL,24,637,11,855,3991270,5572483
2021,IT,35,600,8,1417,1772296,5129364
2019,MECH,31,677,12,1140,2714921,6490674
2022,CSE,26,474,7,602,4162835,5381446
2023,MECH,23,451,10,1426,2121647,6029153
2021,MECH,40,775,12,648,5100820,7357438
2023,AIDS,21,565,9,1011,2982550,7181442
2020,IT,31,628,8,684,5873745,5290831
2021,CIVIL,20,462,9,1134,1531134,4814053
2022,CIVIL,47,737,12,523,3865971,7335706
2021,AIDS,41,642,11,1323,5001845,8062579
2023,ECE,33,666,11,1284,5510437,7427225
2019,EEE,33,764,12,1197,2424053,6413321
2021,ECE,25,498,9,830,2296819,5070073
2022,CIVIL,41,799,12,613,5656978,7487144
2020,MECH,11,315,8,674,3979664,4074733
2019,AIDS,36,595,10,1471,4505473,6687953
2020,CSE,39,810,10,827,5549049,6359415
2021,IT,30,538,7,1240,3936263,4984531
2023,IT,42,880,11,1431,3449480,8052646
2023,IT,29,600,8,1423,3625194,5808190
2022,MECH,18,305,7,848,3613218,4620511
2023,CSE,31,519,7,939,3894771,5590503
2019,AIDS,37,752,12,1446,1954637,7078588
2023,AIDS,38,732,12,1372,3351322,8257859
2022,IT,29,685,9,1475,1376455,5841450
2021,CSE,39,594,8,1067,2638946,5970067
2021,CSE,22,417,7,1007,2292595,3759259
2023,CSE,43,704,10,1286,2800071,6488701
2020,CIVIL,54,893,12,802,2053092,7335931
2021,CIVIL,52,865,12,1155,5962113,7545015
2023,IT,21,311,5,765,5741968,4172905
2022,CSE,26,508,7,1004,3973260,4929398
2023,EEE,27,464,9,863,3427341,5487337
2021,CSE,23,593,8,725,2093544,4555691
2022,AIDS,36,818,12,1333,2962568,7902584
2023,AIDS,17,377,7,706,3123517,5261184
2019,IT,38,733,9,750,3252683,6051411
2022,EEE,51,876,12,1370,1986709,8267266
2019,CSE,17,376,5,642,5290404,4080193
2020,ECE,21,347,7,1396,1477617,3823718
2022,EEE,16,381,7,1455,5173158,4916966
2019,IT,26,508,7,1137,3153502,4772307
2021,AIDS,35,744,11,1479,4686604,7807705
2021,ECE,46,895,12,1434,2194688,7817285
2020,AIDS,47,821,12,1183,2721061,8385337
2022,CIVIL,16,328,6,927,1783540,3960766
2022,IT,25,603,8,1412,4307559,5455578
2022,IT,46,764,11,856,2928614,7263025
2020,CSE,40,801,10,1344,5791177,6661551
2022,CSE,48,745,10,1418,3003111,6718249
2021,CIVIL,36,789,11,857,5513437,6216615
2019,ECE,32,727,11,1044,5461185,6817843
2021,MECH,39,858,12,905,3440859,7824803
2021,EEE,31,658,11,516,5954798,6864632
2019,MECH,25,390,9,1184,1796447,4321876
2021,MECH,22,352,9,1145,2871973,4627729
2020,IT,60,888,12,916,1146167,7745495
2019,EEE,26,503,9,931,2194701,4536270
2021,IT,48,855,11,927,2425496,7102231
2023,EEE,29,455,9,721,2005912,5437505
2021,AIDS,18,301,6,1065,1162591,4603664
2020,IT,29,656,8,1070,2374106,5656198
2022,IT,38,868,10,1075,3076087,7312961
2021,IT,23,357,6,554,3205854,4198656
2022,ECE,36,553,9,697,1838769,6070640
2023,CIVIL,27,479,8,1011,3114400,4663782
2021,IT,50,792,11,1147,4527231,7775279
2019,CSE,20,334,6,1150,1878624,3493763
2022,CSE,19,374,5,1477,2851949,4278154
2023,EEE,38,588,10,1042,2979168,6206241
2019,AIDS,35,670,10,1466,5542659,7348453
2019,CIVIL,50,886,12,1304,1540412,6590763
2019,ECE,30,628,10,987,3590493,5549086
2019,EEE,41,889,12,1261,1528107,6714611
2021,CSE,25,603,8,553,5751293,5237496
2021,CIVIL,59,878,12,1121,5571743,7647536
2021,CIVIL,20,520,10,770,2156323,5012547
2023,AIDS,25,463,9,556,5672361,6068736
2023,CIVIL,40,779,12,1436,5926698,7324007
2023,IT,31,754,10,1477,1298747,7361641
2020,CIVIL,34,674,10,1307,5841449,5932482
2023,AIDS,26,519,8,1095,5961090,7199400
2021,EEE,24,553,10,1238,1793941,4940596
2021,AIDS,19,487,9,955,2038858,5025263
2020,ECE,23,490,9,730,4710991,5584066
2020,AIDS,29,688,11,1134,3919277,6650800
2023,CSE,23,514,7,1156,5138373,5417308
2022,IT,31,674,8,1453,4487913,6488513
2020,CSE,20,385,6,850,5035472,4205334
2019,EEE,33,773,12,753,3690089,6531619
2021,MECH,48,830,12,671,5298761,8443856
2019,EEE,19,346,6,1444,3439597,3703857
2021,IT,17,364,5,1347,1035022,3551583
2021,CIVIL,34,774,12,571,1352769,5639053
2020,AIDS,22,445,9,895,1572995,5305840
2020,MECH,35,681,12,1407,4332055,6702091
2019,IT,14,365,5,1415,5936842,4120631
2021,CSE,32,816,10,1226,2601572,6520230
2019,AIDS,21,392,8,822,3921983,4628187
2022,EEE,37,725,11,552,1506035,6546809
2019,CSE,41,767,11,856,4532292,5959327
2023,IT,23,393,6,1358,5915329,5188986
2019,IT,27,432,7,1237,1495236,3610855
2023,EEE,43,733,12,745,3477727,8113975
2023,MECH,38,640,12,964,2202802,7547735
2023,EEE,38,613,10,853,3403331,6698166
2022,CIVIL,39,890,12,970,5224598,7380995
2019,CSE,24,511,8,766,5447314,4644792
2019,MECH,36,819,12,950,2512601,6881887
2022,AIDS,31,458,9,717,2329780,5425243
2021,ECE,22,567,9,711,2179744,4980016
2020,CIVIL,33,773,11,652,3856217,6378495
2019,MECH,39,709,12,1153,1358076,6250378
2020,ECE,37,773,11,1080,1667578,6401380
2022,ECE,25,655,10,1368,3943909,6608433
2021,CSE,24,492,7,903,2539609,4180425
2021,IT,25,570,7,1106,1416893,5169362
2021,AIDS,26,413,9,1228,1984364,5051529
2022,EEE,43,822,12,1361,4844462,7942984
2023,CSE,17,354,5,1303,3406204,4184737
2023,CIVIL,17,364,6,542,3737895,4147684
2020,ECE,21,571,10,725,1365612,4788790
2023,CIVIL,34,801,12,542,5285932,7224606
2023,ECE,42,661,12,1170,1048316,7587633
2021,IT,20,445,7,526,3240510,4763230
2021,IT,24,508,7,1139,1063539,5098072
2020,AIDS,25,585,10,648,2781067,5931441
2019,EEE,15,309,6,1084,5647410,3544153
2020,AIDS,22,485,8,1412,4695568,5465600
2020,IT,47,873,11,1343,5470077,7703856
2022,IT,42,896,11,1492,5561218,7436454
2022,CIVIL,35,763,11,545,1190000,6480057
2020,IT,16,433,6,581,1890199,3760403
2020,MECH,27,470,11,631,1431474,5405763
2020,ECE,36,512,8,1466,3241067,5162433
2023,CSE,53,829,11,1503,1286132,7499480
2022,IT,39,801,10,743,3475254,7027612
2020,AIDS,35,871,12,855,5554667,8396088
2021,EEE,38,899,12,1508,4441173,7463094
2021,ECE,15,326,6,778,3701953,4442210
2023,ECE,22,367,7,1264,4809039,4661384
2023,EEE,27,707,12,950,3434397,7361758
2019,EEE,55,851,12,1418,5485163,7231702
2019,ECE,28,408,8,546,2753152,4624324
2019,MECH,25,373,9,1427,1037109,4381016
2023,AIDS,50,877,12,1199,1955354,9738769
2023,MECH,24,561,11,936,1177736,5486728
2023,IT,40,667,10,828,3960454,6614214
2021,CSE,30,536,7,1124,1747196,5512179
2023,EEE,42,665,12,1318,1649373,7622266
2021,AIDS,26,585,11,1020,1234970,5727174
2019,EEE,28,677,11,1440,2560393,5879813
2019,MECH,28,675,12,1268,5415313,6404803
2019,CIVIL,19,375,7,663,2424606,3765502
2020,IT,15,308,4,1377,1804938,3212835
2020,CSE,19,495,6,1286,4864713,4352802
2022,IT,23,589,8,768,3028846,5790150
2022,CIVIL,25,360,8,1482,1782722,3930222
2022,CSE,44,688,10,1383,1344535,7056829
2020,CIVIL,37,862,12,1372,2966388,6360716
2020,IT,53,863,12,1152,5169231,7622463
2022,MECH,15,307,7,961,3190198,4031570
2022,ECE,46,668,11,560,2515035,6886831
2023,IT,16,344,5,838,1691175,3749911
2022,IT,35,643,8,522,1550785,5987305
2023,IT,36,674,9,657,4845047,7101578
2021,AIDS,15,326,6,936,5884449,4277466
2020,CIVIL,32,492,9,1320,1668726,4976801
2022,CIVIL,31,656,10,664,1037649,5437793
2020,EEE,18,361,6,993,5280421,4373560
2020,CIVIL,17,361,6,642,2592707,2925303
2020,EEE,46,721,12,1101,3731690,7290621
2021,AIDS,40,850,12,1389,3037050,8085449
2019,MECH,35,679,12,539,3747440,6385321
2022,EEE,23,576,11,518,4776659,6404141
2019,IT,33,730,9,1105,5052766,6304873
2019,MECH,22,414,10,522,1732531,4027024
2019,ECE,17,420,7,939,4145365,3942924
2020,AIDS,55,824,12,1415,1459348,8317256
2023,CIVIL,33,715,11,914,2277599,6642249
2020,EEE,22,462,9,715,5506670,5055024
2020,IT,34,636,9,1113,2404577,5209288
2019,CSE,41,678,10,1122,1757914,5894918
2020,ECE,40,623,11,1422,5280549,7261459
2019,CSE,21,472,7,724,2903915,3880623
2023,MECH,26,363,9,1008,2916576,5079621
2022,CIVIL,22,400,8,966,5514714,4345799
2019,CSE,29,621,8,771,5928662,5433428
2023,MECH,22,365,9,835,5187358,5325245
2022,AIDS,47,856,12,970,1074493,8188820
2021,MECH,49,898,12,1316,2519171,8028664
2019,ECE,40,757,12,889,5262452,6371783
2019,MECH,36,878,12,981,4288820,7623037
2021,ECE,36,752,12,589,1340453,6377964
2021,MECH,22,558,12,752,1000443,5213514
2019,IT,42,725,10,531,5757333,5740802
2021,MECH,27,477,10,1198,2092745,5554358
2020,EEE,36,579,10,770,5473757,6347006
2022,MECH,28,643,12,635,3567817,6324016
2022,IT,16,316,4,1484,4028921,3555866
2022,IT,34,595,8,1495,3191651,5647104
2020,AIDS,23,501,9,820,5873899,5482223
2021,ECE,31,493,8,620,4784376,6051414
2023,CIVIL,26,448,8,764,5904746,4871238
2021,CSE,33,674,8,747,1844527,5216229
2019,CSE,16,334,4,1474,4876050,3395542
2022,MECH,44,668,12,1010,1265066,6542468
2021,AIDS,13,328,6,1373,1488843,3942985
2023,MECH,22,520,12,549,2770391,6458467
2019,CSE,15,352,5,628,3659212,3311402
2020,ECE,33,652,10,962,2888379,6315116
2020,ECE,36,691,10,1240,3482243,6721859
2023,ECE,18,375,6,1314,5608357,5072657
2019,IT,50,793,11,1313,4221222,6646249
2022,CIVIL,52,821,12,1309,5330951,7406550
2021,AIDS,27,416,8,1026,1838152,5920773
2019,IT,35,579,8,603,4782514,4807201
2020,CIVIL,25,474,8,869,4724096,4192966
2023,AIDS,41,594,11,1457,5443463,8901926
2023,AIDS,48,750,11,637,2041737,8559498
2021,CSE,32,817,10,853,4178037,7211399
2023,IT,20,320,5,1113,2989034,4060618
2023,AIDS,22,372,7,1019,2403998,5705837
2019,EEE,21,335,8,1109,2960697,3942569
2022,ECE,31,806,11,943,1652738,7420398
2021,AIDS,25,532,9,1506,1020966,6157884
2019,CIVIL,54,796,12,948,2261221,6375292
2022,CSE,23,505,7,516,1608903,4578023
2019,MECH,40,725,12,634,1395268,6547355
2019,ECE,16,343,6,893,4345778,3649159
2023,CSE,24,390,6,857,5064986,4574303
2022,MECH,52,769,12,1156,3481004,8660138
2021,IT,34,766,10,1206,1337450,6712007
2021,IT,33,753,9,612,2245173,6636781
2022,AIDS,38,894,12,1451,5849689,9819751
2023,EEE,31,632,10,555,3055946,7044791
2020,IT,43,806,10,698,1141473,6045817
2019,AIDS,34,769,12,1212,5193000,7034744
2023,ECE,16,320,6,1070,2023105,3752128
2022,CSE,29,527,8,1250,2382015,5891196
2019,IT,34,675,9,1186,3367051,5522590
2021,CSE,26,429,7,743,3307144,4401561
2020,CSE,41,713,10,1489,2012968,5910118
2021,EEE,23,370,8,952,3845526,4645058
2022,IT,28,703,9,1383,5097129,6073165
2019,CSE,51,861,11,1424,3986884,7184393
2022,EEE,48,696,12,713,5894728,7440800
2019,EEE,37,636,11,1460,2932918,6282278
2023,IT,51,804,11,1028,3052145,7244659
2020,EEE,26,575,9,1037,2873417,4924501
2023,IT,16,312,4,1495,2932912,3855039
2023,IT,19,302,4,718,2619533,4282852
2022,MECH,36,523,11,887,4356789,6880897
2020,CSE,27,474,7,1297,3757309,4604695
2019,CIVIL,40,684,11,1059,2509156,5339963
2019,IT,29,540,7,996,3175205,4604484
2021,CSE,40,846,12,1502,2589807,7084263
2019,ECE,12,313,6,866,4138709,3867290
2022,EEE,22,494,9,1291,3205526,5084901
2023,AIDS,33,696,11,681,5221135,8402516
2023,IT,45,730,10,1404,5498492,7561545
2023,EEE,39,605,10,1442,1521332,6671551
2020,EEE,31,633,11,1194,1811246,5236143
2019,EEE,48,709,12,1107,2239906,6301888
2022,EEE,20,302,7,909,2254847,4309399
2020,EEE,41,851,12,1344,4611380,7734927
2021,IT,30,751,10,651,4446227,6892912
2022,ECE,43,794,12,748,3839844,7719033
2022,CIVIL,49,716,12,629,4991549,7367929
2022,MECH,37,690,12,765,1758276,6779501
2023,EEE,44,672,12,1006,3957516,8113076
2022,EEE,12,351,7,795,2396240,4439026
2019,MECH,29,675,12,562,1345277,6038918
2022,ECE,39,694,10,965,1274170,7130619
2023,ECE,21,441,8,1024,5056719,5820426
2022,IT,26,385,6,1398,2079617,4554414
2021,CSE,36,763,9,1203,4504395,6701501
2021,AIDS,20,345,7,778,2772970,4931491
2023,AIDS,29,537,9,941,2564967,6165378
2019,CSE,14,309,5,531,3426969,3509325
2019,IT,54,872,12,587,2170919,7077754
2020,AIDS,50,829,12,809,3309706,8711362
2023,ECE,55,897,12,923,1352188,8756793
2022,MECH,27,477,10,743,2102676,5280290
2023,CSE,15,305,4,736,4488231,4294061
2020,ECE,24,606,10,774,4247897,6048748
2023,CIVIL,41,847,12,1454,5134228,8185222
2023,IT,26,626,8,1310,5576584,6804789
2020,CSE,29,655,9,1098,1102800,4980693
2019,AIDS,34,694,10,634,3005746,6792911
2022,IT,28,599,8,974,2138806,5296098
2020,MECH,35,825,12,1034,3956334,7524691
2021,IT,24,584,7,535,4290110,5283494
2019,IT,39,629,8,1218,4235319,5312162
2021,MECH,21,349,9,1186,5615463,5179048
2019,EEE,41,677,12,890,2758602,6272006
2022,MECH,41,899,12,1017,1132774,8389387
2022,ECE,39,837,12,1427,3679313,7939087
2023,IT,16,443,6,945,4580206,4823004
2021,MECH,20,359,9,1359,5470985,4980967
2019,EEE,16,374,6,1228,4092451,3412137
2022,ECE,15,302,5,1150,1413851,3736674
2020,CSE,52,874,12,1374,2886963,7480932
2022,MECH,39,747,12,1318,4255752,7206994
2020,MECH,24,574,12,1481,3527676,5571007
2019,IT,48,829,11,1015,4942583,6655926
2022,ECE,47,891,12,691,1773699,8419845
2022,CSE,24,514,7,1172,1093988,4831320
2019,CIVIL,48,784,12,1115,4415889,6240261
2022,CIVIL,36,628,10,1325,1450608,5694143
2020,AIDS,25,554,10,1019,3654388,6512293
2022,MECH,30,686,12,1291,2036070,6501704
2021,MECH,23,425,10,817,2936776,4715767
2023,CSE,59,883,12,587,5047377,8529901
2020,EEE,38,849,12,721,1775819,7201596
2021,CIVIL,26,623,10,853,1152135,5093027
2019,AIDS,34,503,8,541,2914609,5561331
2020,CSE,33,471,7,551,5294798,5192397
2023,MECH,34,516,10,627,5367042,6051080
2023,CIVIL,23,544,10,1399,3731153,5719736
2019,ECE,32,635,9,527,4432741,5594692
2019,AIDS,24,597,10,833,4393049,6273843
2020,IT,28,481,7,1420,1333308,4397176
2022,CIVIL,26,633,10,1139,3873760,6231496
2019,AIDS,33,810,12,853,3247786,7707960
2022,CSE,42,682,9,1045,4738941,6712266
2021,IT,30,498,7,1199,1763962,4310514
2023,AIDS,41,631,11,1286,1579841,8225625
2022,AIDS,31,464,9,1099,2105855,6677885
2023,MECH,24,541,11,891,3132760,6277406
2022,EEE,29,526,10,1021,3157992,5275504
2021,CIVIL,39,855,12,1429,5729362,7214514
2019,MECH,39,750,12,634,5774053,6774011
2021,ECE,22,495,8,535,2038246,4880846
2019,IT,22,503,7,1043,3385923,4621052
2019,EEE,40,757,12,1227,4124105,6517547
2023,AIDS,33,556,9,574,5022640,7597881
2021,MECH,34,828,12,976,4654170,8232072
2022,EEE,25,571,10,1236,2362799,5466611
2021,ECE,14,308,5,819,3775763,3451171
2023,CIVIL,24,500,9,1492,4240499,5029659
2019,ECE,13,358,6,1311,5619416,4459891
2023,IT,29,692,9,1103,5888777,6480451
2020,CSE,24,418,6,723,4131712,4509994
2020,MECH,41,852,12,972,5994058,7996352
2022,IT,28,698,9,1499,3096354,6073227
2023,CSE,43,630,9,1248,2305208,6344754
2022,MECH,30,566,12,1399,3457044,6369965
2022,IT,53,819,11,1056,1638990,7221208
2020,ECE,35,779,11,1507,2813560,6475823
2022,IT,25,433,6,1490,1058697,4940873
2020,EEE,42,654,12,1329,5230207,6562472
2019,ECE,50,883,12,1230,5393189,7776814
2023,MECH,46,797,12,1094,3295416,8553730
2022,IT,21,406,6,980,4196540,4972486
2020,AIDS,27,589,10,870,1558819,5851257
2021,MECH,17,446,9,634,3300670,4877316
2022,IT,30,626,8,1484,3090140,6031703
2019,EEE,36,714,12,1374,2477177,6215121
2019,CSE,25,509,8,1216,4651988,4548093
2021,CSE,31,595,8,1448,5191630,5281987
2020,AIDS,28,697,11,1199,2926048,6628779
2022,MECH,18,402,9,594,1597925,4499510
2020,EEE,41,807,12,858,2361298,7198854
2019,IT,25,508,7,1332,1728963,4480379
2020,IT,46,727,10,1492,3256459,6248328
2019,CSE,33,692,9,908,2119320,4931443
2020,EEE,18,408,8,991,3173113,4160837
2021,ECE,33,647,10,1178,2339205,6573646
2023,AIDS,20,349,7,962,5816651,5630569
2021,CSE,26,404,6,983,5921422,4948975
2021,CSE,29,719,9,724,1538768,5963186
2023,AIDS,29,672,10,1038,4858048,7342008
2023,MECH,18,326,8,1181,5376589,4817478
2022,IT,31,572,7,1511,3684534,6012134
2022,MECH,38,639,12,1279,3797569,7086071
2021,EEE,32,600,10,1407,4250241,6006076
2021,ECE,37,779,12,1091,3918645,8084522
2019,CIVIL,40,843,12,823,5539993,6763002
2019,CIVIL,43,856,12,592,3375085,6242547
2022,CIVIL,23,564,10,532,5839089,5347938
2022,AIDS,41,841,12,576,3982459,9213405
2019,CSE,60,895,12,903,4906791,6942228
2019,ECE,24,465,8,564,4131744,5107440
2020,MECH,26,615,12,679,1550575,5239412
2020,IT,11,300,4,917,4422886,3418429
2019,CIVIL,29,560,9,1227,1926078,4425142
2020,MECH,16,362,8,1371,5626117,4387512
2023,CIVIL,52,782,12,1286,4687483,8211873
2022,ECE,27,620,10,703,2558429,5769375
2022,CIVIL,26,500,9,991,1960981,5246867
2019,IT,30,521,8,1428,2234002,4441301
2021,EEE,29,451,8,1075,2244613,5274238
2019,EEE,46,761,12,930,5804009,6348881
2020,ECE,23,516,8,849,5478328,5532073
2021,EEE,19,495,8,1305,5451570,5054825
2020,AIDS,32,501,8,1401,1119618,5096701
2023,CSE,22,533,7,1286,4041907,5579070
2020,AIDS,27,440,8,767,1306160,5105198
2023,MECH,42,797,12,865,2992969,7898701
2023,AIDS,39,854,11,1117,5164133,8728116
2020,MECH,16,356,8,943,5482427,4165693
2020,MECH,36,803,12,737,5243045,7494996
2023,CSE,24,441,6,921,2506827,4793033
2021,IT,57,883,11,867,5469808,7658391
2023,ECE,36,838,11,998,2559805,7897177
2022,CSE,25,405,6,1108,3064218,4608458
2023,ECE,19,464,7,1485,1329083,4715443
2021,EEE,31,514,10,568,4488190,5170273
2022,EEE,23,370,7,658,5168185,4704253
2019,AIDS,56,878,12,1451,3504388,8274091
2019,MECH,18,389,8,1047,3710499,4480554
2021,CIVIL,27,527,9,735,4441509,4642156
2023,CIVIL,23,378,8,824,3237499,4190051
2020,ECE,45,648,11,1508,4306852,6680013
2021,MECH,34,545,11,1073,4668124,6508194
2022,ECE,25,571,10,1285,5946261,6653141
2022,CSE,38,702,9,792,4499209,6195894
2019,IT,21,415,6,1065,1572450,4041646
2022,CSE,41,734,10,988,3078462,7101708
2021,MECH,53,829,12,1362,4896854,8708229
2022,MECH,38,741,12,1132,3391495,7990276
2021,IT,25,471,7,1304,1017572,5034373
2020,ECE,16,315,6,529,4544091,4465938
2019,AIDS,18,355,6,1025,5459891,4461563
2022,AIDS,55,890,12,885,1071220,8811302
2021,IT,24,402,6,1503,5470043,4617883
2023,AIDS,36,583,9,1510,1591145,7581806
2019,CIVIL,32,816,12,851,4917799,6091681
2020,AIDS,26,577,10,944,5227016,5989604
2021,AIDS,27,568,9,513,2054044,5725768
2020,AIDS,36,699,12,771,4011195,7273847
2020,CIVIL,40,802,12,778,5848060,6851099
2022,ECE,14,385,7,628,4420576,4403693
2022,AIDS,27,619,10,1232,5784292,7368077
2021,EEE,13,331,6,526,4544622,3378233
2023,CIVIL,28,635,11,1417,1129443,5933324
2021,IT,23,350,6,646,5361481,4187595
2023,CSE,17,378,5,983,5936196,4129606
2020,IT,19,473,6,1300,3912337,4177588
2019,CSE,37,800,10,804,5280069,5683308
2021,IT,56,874,11,723,1398972,7748988
2021,EEE,21,375,8,549,3682070,4767064
2023,CSE,26,615,8,1361,3861032,5516842
2020,CSE,29,672,9,631,3775820,5953029
2020,MECH,21,380,9,511,1817688,4669786
2023,CSE,14,370,5,713,2366534,3672482
2020,CSE,21,370,6,1141,2602595,3792642
2022,MECH,19,345,8,1345,5841584,5422233
2019,AIDS,23,346,7,851,3483493,4756460
2021,AIDS,59,890,12,659,1100041,8468724
2019,MECH,35,721,12,886,2517210,6387809
2021,CIVIL,30,448,8,740,5176782,4492509
2022,CSE,19,429,5,672,2896020,4776430
2020,CSE,36,755,9,1061,3562187,6391612
2023,MECH,50,804,12,879,2242538,8695729
2022,MECH,26,543,11,1456,2977440,6360902
2019,CIVIL,42,773,12,1499,5709048,6493730
2023,EEE,43,681,11,848,2822183,7787186
2020,AIDS,21,402,9,518,4996517,5626887
2022,IT,54,788,11,923,5226539,7894581
2023,EEE,17,336,7,581,2514927,3632401
2022,ECE,36,848,12,816,4680444,8506500
2022,AIDS,53,819,12,1463,3968755,9480001
2020,CSE,26,632,9,1425,2388380,5832552
2021,ECE,41,696,12,894,1216006,6645613
2023,EEE,33,595,10,1221,5681118,7088735
2020,MECH,15,406,9,1360,3065512,4713517
2022,CIVIL,44,829,12,1292,4365192,6876985
2020,AIDS,15,382,6,1354,4267832,4060919
2021,CIVIL,25,587,9,1397,4294880,5311147
2023,ECE,35,760,12,1250,3171012,8277753
2021,AIDS,22,514,9,1143,3366703,6504453
2019,EEE,36,580,11,1097,4054669,5354670
2023,CSE,40,758,11,542,3625660,7131452
2021,IT,29,643,8,975,3552842,5420553
2022,CIVIL,21,493,9,905,1339411,4988099
2023,CIVIL,21,457,8,1191,5216858,4896697
2023,IT,44,764,11,1493,5795613,7610577
2020,CIVIL,25,403,8,883,4762557,4257350
2022,CIVIL,13,333,6,926,4565305,4137531
2019,AIDS,21,401,8,871,2152314,4478524
2021,AIDS,38,624,11,1407,2916111,6903985
2020,IT,45,891,11,733,1147052,7056499
2021,ECE,24,440,8,1339,4391889,4744163
2019,CSE,38,773,9,616,3053554,6212594
2019,EEE,18,330,6,1263,3934332,4048018
2023,EEE,22,362,8,599,2841942,4435769
2019,ECE,43,859,12,1092,2909795,7318159
2021,CIVIL,22,386,7,773,5552229,4680778
2022,CSE,31,603,8,717,5272199,5739680
2022,IT,21,360,6,586,2794123,4072984
2023,ECE,31,695,10,550,5432881,7165363
2021,IT,38,633,9,523,3492643,5765309
2021,AIDS,31,710,10,1140,2003232,7387163
2019,CIVIL,23,583,10,601,1083417,4196624
2021,MECH,38,765,12,1259,3600810,7777643
2020,IT,25,379,6,525,5682557,4264866
2019,ECE,15,376,6,1070,4263254,4113124
2020,CIVIL,47,839,12,890,2300372,6660836
2023,CSE,30,660,9,1298,5887498,7054480
2022,ECE,21,376,8,600,3982377,4556406
2023,AIDS,34,808,12,547,2337719,8160152
2022,EEE,26,463,9,1171,2017743,5276910
2023,CSE,14,308,4,645,5828384,3926394
2021,IT,18,474,6,1078,3355674,4964806
2020,IT,35,761,10,1487,5140651,6369174
2022,CSE,34,606,8,532,4006084,6502401
2019,IT,42,887,11,666,1386623,6658978
2020,ECE,26,544,9,731,5549841,5812949
2019,CIVIL,26,421,8,1240,4513640,3835919
2020,IT,29,484,7,1263,1712289,4142182
2020,AIDS,17,331,6,724,2174616,4058666
2023,CIVIL,41,868,12,1058,3220257,7996544
2022,ECE,35,609,9,1486,1006286,5917778
2022,MECH,37,671,12,1072,5875954,7966201
2020,IT,49,895,12,1425,3232373,6843593
2021,IT,21,355,6,564,3287811,4412549
